filename,location,scene_category,brightness,contrast,blur_score,edge_density,num_objects,green_ratio,color_entropy,wall_floor_ratio,light_uniformity,num_windows,defect_score,furniture_count,furniture_density,aesthetic_score
kitchen (174).jpg,kitchen,kitchen,0.5177,0.3066,1.0,0.067,3,0.0,0.1898,2.3186,0.4079,2,0.0409,1,5.3333,0.3937
kitchen (175).jpeg,kitchen,wet_bar,0.2854,0.254,1.0,0.094,22,0.0,0.1852,2.33,0.1098,0,0.1047,1,6.006,0.2954
kitchen (175).jpg,kitchen,kitchen,0.6649,0.257,0.6641,0.077,4,0.0,0.1864,2.3186,0.6135,3,0.0478,1,5.3333,0.5513
kitchen (176).jpeg,kitchen,kitchen,0.5175,0.1249,1.0,0.1076,10,0.0001,0.1752,2.32,0.7587,0,0.0622,9,54.2165,0.3855
kitchen (176).jpg,kitchen,wet_bar,0.5424,0.2658,0.7361,0.0665,4,0.0001,0.2073,2.3186,0.51,1,0.0645,3,15.9999,0.4828
kitchen (177).jpeg,kitchen,kitchen,0.3415,0.2522,1.0,0.0734,17,0.0002,0.2023,2.3186,0.2612,0,0.0778,2,10.6666,0.3219
kitchen (177).jpg,kitchen,kitchen,0.54,0.2615,0.9274,0.0706,5,0.001,0.1992,2.3186,0.5158,1,0.0327,0,0.0,0.4237
kitchen (178).jpeg,kitchen,kitchen,0.3378,0.2333,0.9151,0.0791,7,0.015,0.1617,2.3186,0.3095,2,0.0689,1,5.3333,0.3463
kitchen (178).jpg,kitchen,kitchen,0.3472,0.1688,0.3189,0.0571,6,0.0001,0.1776,2.3186,0.5139,1,0.0626,1,5.3333,0.5318
kitchen (179).jpeg,kitchen,wet_bar,0.4903,0.1818,1.0,0.1131,12,0.0002,0.1931,2.3186,0.6293,2,0.0794,8,42.6664,0.3735
kitchen (179).jpg,kitchen,kitchen,0.6107,0.2902,1.0,0.1034,11,0.0003,0.2014,2.3186,0.5248,2,0.0437,9,47.9997,0.4236
kitchen (18).jpeg,kitchen,kitchen,0.1592,0.1882,1.0,0.0574,6,0.0,0.1302,2.3186,0.0,0,0.0649,1,5.3333,0.2522
kitchen (18).jpg,kitchen,wet_bar,0.4488,0.1889,0.4298,0.0406,2,0.0,0.1791,2.3186,0.5791,1,0.0098,0,0.0,0.5424
kitchen (180).jpeg,kitchen,wet_bar,0.5094,0.1553,0.9226,0.0857,3,0.0,0.2009,2.32,0.6951,1,0.0146,0,0.0,0.4099
kitchen (180).jpg,kitchen,wet_bar,0.5299,0.2441,0.6161,0.0983,3,0.0,0.1804,2.3186,0.5394,1,0.0423,2,10.6666,0.5075
kitchen (181).jpeg,kitchen,kitchen,0.5087,0.1741,0.8195,0.0704,5,0.0,0.1894,2.3267,0.6579,2,0.0256,0,0.0,0.4436
kitchen (181).jpg,kitchen,kitchen,0.6066,0.2674,0.8703,0.0775,7,0.0,0.2033,2.3186,0.5591,0,0.0352,5,26.6665,0.466
kitchen (182).jpeg,kitchen,wet_bar,0.4097,0.2582,0.472,0.0534,3,0.0,0.1748,2.3241,0.3698,1,0.0455,1,5.571,0.5116
kitchen (182).jpg,kitchen,wet_bar,0.7153,0.3048,0.5446,0.0509,9,0.0,0.1505,2.3186,0.5739,1,0.0501,4,21.3332,0.6126
kitchen (183).jpeg,kitchen,kitchen,0.6132,0.1211,0.461,0.0472,3,0.0,0.1386,2.32,0.8024,2,0.0078,0,0.0,0.5975
kitchen (183).jpg,kitchen,dining_room,0.5054,0.3062,0.966,0.0904,9,0.0,0.1952,2.3186,0.3942,0,0.0461,8,42.6664,0.3943
kitchen (184).jpeg,kitchen,kitchen,0.4958,0.1929,1.0,0.1413,4,0.0,0.2006,2.3059,0.611,1,0.0368,1,7.1174,0.3701
kitchen (184).jpg,kitchen,kitchen,0.4359,0.3528,1.0,0.0673,3,0.0,0.1569,2.3186,0.1908,0,0.0482,0,0.0,0.3609
kitchen (185).jpeg,kitchen,alcove,0.5921,0.1833,1.0,0.1068,9,0.0016,0.1903,2.32,0.6904,2,0.0381,2,12.0481,0.4156
kitchen (185).jpg,kitchen,kitchen,0.4478,0.2081,0.5983,0.1119,8,0.0002,0.2121,2.3186,0.5353,0,0.0834,1,5.3333,0.4773
kitchen (186).jpeg,kitchen,kitchen,0.4841,0.2385,0.2344,0.0373,2,0.0011,0.2119,2.3186,0.5074,3,0.033,1,5.3333,0.616
kitchen (186).jpg,kitchen,kitchen,0.6542,0.3616,0.7526,0.0741,6,0.001,0.1494,2.3186,0.4472,1,0.0338,1,5.3333,0.5212
kitchen (187).jpeg,kitchen,kitchen,0.4136,0.2558,0.6156,0.0732,4,0.0,0.1943,2.31,0.3816,1,0.0764,0,0.0,0.4661
kitchen (187).jpg,kitchen,kitchen,0.3029,0.1804,0.8016,0.0773,11,0.0,0.1728,2.3186,0.4045,0,0.0972,1,5.3333,0.3652
kitchen (188).jpeg,kitchen,kitchen,0.4921,0.2144,1.0,0.1336,6,0.0001,0.2014,2.33,0.5643,1,0.0741,2,12.0119,0.3701
kitchen (188).jpg,kitchen,utility_room,0.4294,0.2215,0.2967,0.0571,3,0.0,0.19,2.3186,0.4842,5,0.0469,0,0.0,0.5713
kitchen (189).jpeg,kitchen,wet_bar,0.4313,0.2262,1.0,0.0977,11,0.0002,0.2083,2.3186,0.4756,1,0.0426,7,37.3331,0.353
kitchen (189).jpg,kitchen,kitchen,0.33,0.2382,0.5367,0.0841,8,0.0,0.1972,2.3186,0.2781,2,0.057,4,21.3332,0.4542
kitchen (19).jpeg,kitchen,pantry,0.4097,0.2546,0.9499,0.0634,2,0.0001,0.1904,2.3333,0.3786,0,0.0707,1,5.3333,0.3662
kitchen (19).jpg,kitchen,wet_bar,0.3025,0.1683,0.2555,0.0489,8,0.0001,0.1817,2.32,0.4437,0,0.0297,0,0.0,0.5346
kitchen (190).jpeg,kitchen,kitchen,0.4094,0.2236,1.0,0.109,7,0.0,0.1938,2.3186,0.4538,0,0.0623,1,5.3333,0.342
kitchen (190).jpg,kitchen,kitchen,0.4526,0.144,0.3095,0.0993,7,0.0027,0.193,2.3186,0.6819,0,0.0108,0,0.0,0.5686
kitchen (191).jpeg,kitchen,kitchen,0.5569,0.2424,0.4876,0.0706,5,0.0025,0.2027,2.3186,0.5648,1,0.0267,3,15.9999,0.5626
kitchen (191).jpg,kitchen,kitchen,0.5926,0.2308,0.8383,0.1351,8,0.0038,0.2208,2.3186,0.6105,1,0.039,3,15.9999,0.4589
kitchen (192).jpeg,kitchen,kitchen,0.5204,0.237,0.8474,0.101,14,0.0114,0.2196,2.3186,0.5445,2,0.0505,4,21.3332,0.4349
kitchen (192).jpg,kitchen,kitchen,0.6229,0.2463,0.6678,0.0945,8,0.0072,0.2199,2.3186,0.6047,1,0.023,4,21.3332,0.5307
kitchen (193).jpeg,kitchen,kitchen,0.5972,0.1645,1.0,0.1233,5,0.0,0.2044,2.33,0.7245,1,0.0444,1,6.006,0.4142
kitchen (193).jpg,kitchen,kitchen,0.4267,0.216,0.8638,0.093,12,0.0,0.2063,2.3186,0.4938,1,0.0635,7,37.3331,0.3929
kitchen (194).jpeg,kitchen,jewelry_shop,0.4698,0.3068,0.901,0.1346,1,0.0015,0.1939,2.3186,0.3469,0,0.042,0,0.0,0.3909
kitchen (194).jpg,kitchen,kitchen,0.5255,0.2363,1.0,0.1099,8,0.0002,0.1829,2.3186,0.5504,1,0.0503,2,10.6666,0.3882
kitchen (195).jpeg,kitchen,kitchen,0.4362,0.2745,0.6804,0.0995,2,0.0,0.1648,2.3186,0.3706,1,0.0385,1,5.3333,0.4505
kitchen (195).jpg,kitchen,wet_bar,0.3397,0.175,0.4197,0.0707,2,0.0,0.1846,2.3186,0.4849,0,0.0367,2,10.6666,0.4959
kitchen (196).jpeg,kitchen,kitchen,0.5489,0.1889,1.0,0.1338,9,0.0,0.2225,2.33,0.6559,0,0.1022,4,24.0239,0.3928
kitchen (196).jpg,kitchen,reception,0.5896,0.1363,0.1743,0.0397,0,0.0,0.1619,2.3186,0.7689,2,0.0003,0,0.0,0.6756
kitchen (197).jpeg,kitchen,kitchen,0.503,0.2184,1.0,0.1156,6,0.0,0.2135,2.32,0.5659,0,0.0475,1,6.0241,0.3781
kitchen (197).jpg,kitchen,galley,0.4626,0.252,1.0,0.1298,11,0.0,0.2101,2.3186,0.4551,0,0.0806,1,5.3333,0.3591
kitchen (198).jpeg,kitchen,kitchen,0.3853,0.2231,1.0,0.1287,16,0.0003,0.2015,2.33,0.4209,1,0.1129,5,30.0298,0.3284
kitchen (198).jpg,kitchen,wet_bar,0.561,0.2235,0.6034,0.0871,6,0.0,0.1669,2.3186,0.6017,0,0.0586,4,21.3332,0.526
kitchen (199).jpeg,kitchen,kitchen,0.5597,0.154,1.0,0.1471,9,0.0019,0.2177,2.33,0.7248,1,0.0562,0,0.0,0.3946
kitchen (199).jpg,kitchen,wet_bar,0.6346,0.2579,0.8837,0.0888,8,0.0,0.1752,2.3186,0.5936,2,0.0454,6,31.9998,0.471
kitchen (2).jpeg,kitchen,wet_bar,0.4824,0.1722,0.7584,0.0694,4,0.0,0.1837,2.33,0.643,0,0.0234,1,6.006,0.4515
kitchen (2).jpg,kitchen,kitchen,0.4551,0.1824,1.0,0.162,20,0.0002,0.2061,2.32,0.5993,0,0.0651,3,18.0722,0.3497
kitchen (20).jpeg,kitchen,wet_bar,0.3066,0.1897,1.0,0.1035,14,0.0001,0.1786,2.33,0.3813,0,0.0624,7,42.0418,0.3019
kitchen (20).jpg,kitchen,kitchen,0.5082,0.1775,0.4066,0.1109,6,0.0,0.204,2.3186,0.6508,1,0.0101,3,15.9999,0.5591
kitchen (200).jpeg,kitchen,kitchen,0.5157,0.2221,1.0,0.162,16,0.0033,0.2186,2.33,0.5693,1,0.0613,4,24.0239,0.3742
kitchen (200).jpg,kitchen,kitchen,0.5659,0.2649,1.0,0.1578,7,0.0005,0.2333,2.3186,0.5318,1,0.1024,1,5.3333,0.3949
kitchen (201).jpeg,kitchen,kitchen,0.5446,0.153,1.0,0.0929,5,0.0,0.1786,2.32,0.7191,1,0.0138,0,0.0,0.3993
kitchen (201).jpg,kitchen,dining_room,0.6035,0.2552,0.7361,0.101,10,0.0,0.1806,2.3186,0.5772,1,0.0309,8,42.6664,0.5004
kitchen (202).jpeg,kitchen,utility_room,0.4311,0.191,0.7125,0.1101,4,0.0,0.2099,2.3186,0.5568,2,0.0282,0,0.0,0.4366
kitchen (202).jpg,kitchen,kitchen,0.5288,0.245,1.0,0.1441,11,0.0009,0.1859,2.3186,0.5367,1,0.0469,4,21.3332,0.3828
kitchen (203).jpeg,kitchen,kitchen,0.5241,0.2114,1.0,0.092,7,0.0004,0.2029,2.31,0.5966,1,0.0409,1,6.0423,0.3913
kitchen (203).jpg,kitchen,kitchen,0.4823,0.2898,1.0,0.1893,11,0.0001,0.2203,2.3186,0.3992,1,0.0491,1,5.3333,0.3551
kitchen (204).jpeg,kitchen,wet_bar,0.4544,0.231,0.7811,0.0689,7,0.0,0.1843,2.33,0.4917,0,0.0476,0,0.0,0.4337
kitchen (204).jpg,kitchen,kitchen,0.5304,0.2638,1.0,0.1411,6,0.0021,0.2296,2.3186,0.5027,2,0.0904,5,26.6665,0.3842
kitchen (205).jpeg,kitchen,kitchen,0.5637,0.1823,1.0,0.0948,11,0.0001,0.1993,2.3069,0.6766,0,0.0631,4,23.952,0.4065
kitchen (205).jpg,kitchen,kitchen,0.6613,0.2012,1.0,0.1332,3,0.0002,0.1965,2.3186,0.6958,1,0.0364,1,5.3333,0.4379
kitchen (206).jpeg,kitchen,kitchen,0.3636,0.2475,0.5212,0.0752,3,0.0003,0.2209,2.3186,0.3193,1,0.0613,2,10.6666,0.4741
kitchen (206).jpg,kitchen,kitchen,0.6554,0.3598,0.7184,0.0475,9,0.0001,0.1448,2.3186,0.4511,1,0.0443,5,26.6665,0.5371
kitchen (207).jpeg,kitchen,wet_bar,0.4193,0.1811,0.6836,0.0853,43,0.0001,0.1869,2.3186,0.5681,0,0.0715,12,63.9997,0.4456
kitchen (207).jpg,kitchen,kitchen,0.7271,0.1663,0.6108,0.066,15,0.0003,0.1919,2.3186,0.7713,2,0.0142,1,5.3333,0.5944
kitchen (209).jpeg,kitchen,kitchen,0.5227,0.2106,0.5402,0.0895,15,0.0027,0.2333,2.3186,0.5971,1,0.0454,3,15.9999,0.5294
kitchen (209).jpg,kitchen,wet_bar,0.5599,0.2493,1.0,0.1246,5,0.0,0.189,2.3186,0.5548,2,0.0388,0,0.0,0.399
kitchen (21).jpeg,kitchen,alcove,0.4537,0.1745,1.0,0.0792,2,0.0012,0.2011,2.33,0.6153,1,0.0344,0,0.0,0.3658
kitchen (21).jpg,kitchen,kitchen,0.4171,0.2944,1.0,0.1036,6,0.0,0.1842,2.3186,0.294,0,0.0625,1,5.3333,0.3461
kitchen (210).jpeg,kitchen,kitchen,0.6857,0.1547,1.0,0.1101,7,0.0,0.1876,2.3186,0.7744,6,0.0322,1,5.3333,0.4523
kitchen (210).jpg,kitchen,wet_bar,0.524,0.3189,1.0,0.0884,4,0.0002,0.1898,2.3186,0.3915,1,0.0392,0,0.0,0.392
kitchen (211).jpeg,kitchen,kitchen,0.5305,0.2558,1.0,0.115,12,0.0006,0.2303,2.3186,0.5178,3,0.0645,4,21.3332,0.3893
kitchen (211).jpg,kitchen,kitchen,0.6918,0.2315,1.0,0.0707,10,0.0005,0.1849,2.3186,0.6653,2,0.0487,1,5.3333,0.4626
kitchen (212).jpeg,kitchen,kitchen,0.4345,0.173,0.4652,0.0624,3,0.0,0.1795,2.3186,0.6019,1,0.0221,0,0.0,0.5218
kitchen (212).jpg,kitchen,kitchen,0.5729,0.314,0.4299,0.0575,3,0.0006,0.1764,2.3186,0.452,1,0.0166,1,5.3333,0.5888
kitchen (213).jpeg,kitchen,kitchen,0.5416,0.1879,1.0,0.0668,6,0.0011,0.1889,2.32,0.6531,1,0.0393,4,24.0962,0.4034
kitchen (213).jpg,kitchen,wet_bar,0.5725,0.2367,1.0,0.122,8,0.0,0.196,2.3186,0.5866,2,0.0392,7,37.3331,0.4046
kitchen (214).jpeg,kitchen,kitchen,0.4676,0.2057,1.0,0.1104,11,0.0004,0.2096,2.3069,0.56,0,0.0506,2,11.976,0.365
kitchen (214).jpg,kitchen,dining_room,0.5842,0.2484,1.0,0.1285,10,0.0,0.1736,2.3186,0.5748,2,0.0451,10,53.333,0.408
kitchen (215).jpeg,kitchen,kitchen,0.4642,0.2037,0.7433,0.0586,5,0.0,0.1981,2.33,0.5611,1,0.0272,1,6.006,0.451
kitchen (215).jpg,kitchen,wet_bar,0.462,0.2816,0.9195,0.098,4,0.0003,0.1996,2.3186,0.3905,1,0.028,2,10.6666,0.3894
kitchen (216).jpeg,kitchen,kitchen,0.4197,0.2624,1.0,0.067,6,0.0,0.1784,2.3186,0.3748,1,0.0646,2,10.6666,0.3545
kitchen (216).jpg,kitchen,wet_bar,0.5538,0.2346,1.0,0.1217,13,0.0,0.2043,2.3186,0.5763,1,0.0587,11,58.6664,0.3972
kitchen (217).jpeg,kitchen,kitchen,0.6077,0.1802,1.0,0.1306,9,0.0006,0.1998,2.3163,0.7035,2,0.0823,1,6.1538,0.417
kitchen (217).jpg,kitchen,kitchen,0.7046,0.1892,0.7599,0.0919,14,0.0001,0.1943,2.3186,0.7315,3,0.0159,1,5.3333,0.5355
kitchen (218).jpeg,kitchen,dining_room,0.4534,0.2202,1.0,0.1348,13,0.0,0.2061,2.33,0.5143,2,0.0841,13,78.0776,0.3544
kitchen (218).jpg,kitchen,wet_bar,0.5066,0.2437,1.0,0.095,7,0.0002,0.1773,2.3186,0.519,0,0.0417,2,10.6666,0.3837
kitchen (219).jpeg,kitchen,utility_room,0.5602,0.1298,0.8322,0.072,6,0.0,0.1626,2.32,0.7682,0,0.0177,4,24.0962,0.46
kitchen (219).jpg,kitchen,wet_bar,0.6628,0.1971,0.6518,0.0853,14,0.0008,0.1721,2.3186,0.7027,2,0.023,8,42.6664,0.5526
kitchen (22).jpeg,kitchen,wet_bar,0.4506,0.1513,0.9618,0.0937,3,0.0,0.1944,2.3186,0.6642,0,0.0183,0,0.0,0.373
kitchen (22).jpg,kitchen,kitchen,0.3927,0.1948,0.7413,0.0572,5,0.0003,0.1787,2.3097,0.504,0,0.0316,2,10.6951,0.4233
kitchen (220).jpeg,kitchen,wet_bar,0.6025,0.2098,1.0,0.1296,13,0.0003,0.1941,2.3186,0.6519,5,0.0454,4,21.3332,0.4151
kitchen (220).jpg,kitchen,wet_bar,0.5312,0.2254,0.5506,0.0581,1,0.0002,0.1985,2.3186,0.5756,0,0.0211,0,0.0,0.5357
kitchen (221).jpeg,kitchen,kitchen,0.3794,0.2199,1.0,0.1078,13,0.0,0.2116,2.33,0.4204,0,0.0609,6,36.0358,0.3302
kitchen (221).jpg,kitchen,wet_bar,0.5487,0.222,1.0,0.1126,10,0.0022,0.209,2.3186,0.5954,0,0.0297,7,37.3331,0.3972
kitchen (222).jpeg,kitchen,kitchen,0.6852,0.1816,1.0,0.0989,18,0.0,0.2108,2.31,0.735,4,0.0402,10,60.4226,0.4543
kitchen (222).jpg,kitchen,kitchen,0.6417,0.2529,0.4062,0.0402,5,0.0011,0.1564,2.3186,0.606,0,0.0173,2,10.6666,0.6269
kitchen (223).jpeg,kitchen,kitchen,0.477,0.2405,1.0,0.1264,9,0.0,0.2346,2.31,0.4959,1,0.0766,2,12.0845,0.3655
kitchen (223).jpg,kitchen,wet_bar,0.5669,0.2334,0.7674,0.083,5,0.0,0.1781,2.3186,0.5883,0,0.0367,0,0.0,0.4799
kitchen (224).jpeg,kitchen,kitchen,0.3885,0.2038,1.0,0.1263,5,0.0001,0.1934,2.3069,0.4755,0,0.1237,2,11.976,0.3302
kitchen (225).jpeg,kitchen,wet_bar,0.4643,0.1705,1.0,0.0901,5,0.0,0.1748,2.3267,0.6328,1,0.0397,0,0.0,0.3677
kitchen (225).jpg,kitchen,wet_bar,0.5748,0.2257,0.6749,0.0696,6,0.0001,0.2074,2.3186,0.6073,1,0.0297,3,15.9999,0.5135
kitchen (226).jpeg,kitchen,kitchen,0.562,0.1717,1.0,0.1204,32,0.003,0.2165,2.3186,0.6945,4,0.019,15,79.9996,0.401
kitchen (226).jpg,kitchen,kitchen,0.7432,0.1757,0.8737,0.0759,16,0.0044,0.1691,2.3186,0.7635,3,0.023,9,47.9997,0.5204
kitchen (227).jpeg,kitchen,kitchen,0.4122,0.1881,1.0,0.1639,19,0.0008,0.1987,2.303,0.5438,0,0.1597,4,24.4647,0.3322
kitchen (227).jpg,kitchen,wet_bar,0.6092,0.2615,0.9241,0.089,6,0.0,0.1731,2.3186,0.5708,2,0.0623,5,26.6665,0.4487
kitchen (228).jpeg,kitchen,kitchen,0.4405,0.1827,1.0,0.1323,16,0.0052,0.2214,2.3186,0.5853,0,0.0845,5,26.6665,0.3503
kitchen (228).jpg,kitchen,kitchen,0.595,0.2734,1.0,0.0852,9,0.0025,0.1969,2.3186,0.5406,2,0.0551,4,21.3332,0.4212
kitchen (229).jpeg,kitchen,wet_bar,0.655,0.1884,1.0,0.1021,5,0.0024,0.2,2.31,0.7123,1,0.0219,1,6.0423,0.4418
kitchen (229).jpg,kitchen,kitchen,0.447,0.2129,0.304,0.0891,10,0.001,0.2193,2.3186,0.5237,1,0.0794,1,5.3333,0.5699
kitchen (23).jpeg,kitchen,wet_bar,0.5358,0.1714,1.0,0.0677,3,0.0,0.1778,2.32,0.6802,0,0.0597,0,0.0,0.4008
kitchen (23).jpg,kitchen,kitchen,0.5674,0.2464,1.0,0.1247,13,0.0,0.1857,2.32,0.5657,4,0.0737,3,18.0722,0.402
kitchen (230).jpeg,kitchen,kitchen,0.4187,0.1888,0.9082,0.0734,15,0.0002,0.1926,2.31,0.5492,0,0.0453,2,12.0845,0.3804
kitchen (230).jpg,kitchen,kitchen,0.5631,0.215,1.0,0.1082,21,0.0005,0.2079,2.3186,0.6182,3,0.0406,9,47.9997,0.4036
kitchen (231).jpeg,kitchen,kitchen,0.4536,0.1832,0.1892,0.0433,1,0.0,0.1486,2.3333,0.5961,0,0.0366,0,0.0,0.616
kitchen (231).jpg,kitchen,kitchen,0.4901,0.264,1.0,0.1084,17,0.0002,0.1945,2.3186,0.4613,3,0.1002,4,21.3332,0.3744
kitchen (232).jpeg,kitchen,wet_bar,0.4628,0.2127,1.0,0.0871,6,0.0001,0.2116,2.3186,0.5404,0,0.0446,0,0.0,0.3677
kitchen (232).jpg,kitchen,wet_bar,0.374,0.259,0.5903,0.0564,7,0.0067,0.1915,2.3186,0.3074,3,0.0575,1,5.3333,0.4619
kitchen (233).jpeg,kitchen,kitchen,0.6896,0.1699,1.0,0.1276,3,0.0,0.1903,2.31,0.7537,3,0.0209,1,6.0423,0.4503
kitchen (233).jpg,kitchen,kitchen,0.3467,0.2021,0.9513,0.0988,9,0.0003,0.1931,2.3186,0.417,0,0.0785,1,5.3333,0.3336
kitchen (234).jpeg,kitchen,kitchen,0.5681,0.2202,1.0,0.1002,9,0.0,0.201,2.33,0.6125,2,0.0518,3,18.0179,0.4072
kitchen (234).jpg,kitchen,wet_bar,0.4958,0.2655,1.0,0.0977,2,0.0006,0.1961,2.3186,0.4644,0,0.0748,1,5.3333,0.3789
kitchen (235).jpeg,kitchen,kitchen,0.5287,0.2108,1.0,0.136,7,0.0,0.2037,2.3186,0.6012,2,0.049,2,10.6666,0.3843
kitchen (235).jpg,kitchen,wet_bar,0.6068,0.253,0.637,0.1064,4,0.0,0.2071,2.3186,0.5831,0,0.0129,0,0.0,0.5303
kitchen (236).jpeg,kitchen,kitchen,0.3609,0.2638,1.0,0.0817,10,0.0,0.1759,2.3186,0.269,2,0.0727,7,37.3331,0.328
kitchen (236).jpg,kitchen,wet_bar,0.5157,0.2291,0.5946,0.0732,9,0.0029,0.2108,2.3186,0.5557,1,0.0621,2,10.6666,0.5135
kitchen (237).jpeg,kitchen,kitchen,0.5422,0.1464,1.0,0.0856,4,0.0002,0.1803,2.3186,0.73,0,0.0177,2,10.6666,0.3998
kitchen (237).jpg,kitchen,kitchen,0.577,0.2453,0.6528,0.0848,3,0.0,0.1958,2.3186,0.5749,1,0.0173,1,5.3333,0.518
kitchen (238).jpeg,kitchen,kitchen,0.356,0.1891,0.5588,0.0873,3,0.0,0.1852,2.3186,0.4689,1,0.0105,0,0.0,0.4573
kitchen (238).jpg,kitchen,kitchen,0.5322,0.2571,1.0,0.1457,10,0.0011,0.2258,2.3186,0.517,1,0.0505,3,15.9999,0.3839
kitchen (239).jpeg,kitchen,kitchen,0.3623,0.2009,0.3891,0.0747,0,0.0001,0.1893,2.3186,0.4455,1,0.0067,0,0.0,0.5133
kitchen (239).jpg,kitchen,wet_bar,0.5869,0.2383,0.4384,0.06,2,0.0,0.1984,2.3186,0.594,1,0.0067,0,0.0,0.5912
kitchen (24).jpeg,kitchen,kitchen,0.3972,0.2433,1.0,0.0997,9,0.0001,0.1917,2.33,0.3874,0,0.0887,4,24.0239,0.339
kitchen (24).jpg,kitchen,wet_bar,0.4232,0.1835,0.4273,0.0698,7,0.0003,0.1795,2.32,0.5665,0,0.0507,2,12.0481,0.5271
kitchen (240).jpeg,kitchen,kitchen,0.4955,0.1985,1.0,0.1007,21,0.0022,0.195,2.33,0.5993,2,0.0683,5,30.0298,0.3783
kitchen (240).jpg,kitchen,wet_bar,0.41,0.2829,0.9706,0.0709,10,0.0001,0.2128,2.3186,0.3099,0,0.0882,4,21.3332,0.3586
kitchen (241).jpeg,kitchen,kitchen,0.5752,0.2416,1.0,0.1241,10,0.002,0.2112,2.31,0.5799,2,0.0437,1,6.0423,0.4054
kitchen (241).jpg,kitchen,kitchen,0.3824,0.2232,0.6318,0.0892,8,0.0001,0.199,2.3186,0.4163,2,0.0682,2,10.6666,0.4456
kitchen (242).jpeg,kitchen,kitchen,0.5681,0.236,1.0,0.1246,16,0.0001,0.2298,2.33,0.5845,1,0.1369,1,6.006,0.4023
kitchen (242).jpg,kitchen,wet_bar,0.5759,0.1966,0.1127,0.0209,5,0.0,0.1702,2.3186,0.6585,0,0.0253,1,5.3333,0.6923
kitchen (243).jpeg,kitchen,kitchen,0.3863,0.2018,0.5408,0.073,8,0.0039,0.2035,2.33,0.4775,0,0.0805,4,24.0239,0.4781
kitchen (243).jpg,kitchen,wet_bar,0.5423,0.2331,1.0,0.1326,4,0.0007,0.2213,2.3186,0.5701,0,0.0348,2,10.6666,0.3905
kitchen (244).jpeg,kitchen,kitchen,0.4299,0.2138,1.0,0.0821,13,0.0022,0.1886,2.3186,0.5027,1,0.0514,6,31.9998,0.3558
kitchen (244).jpg,kitchen,kitchen,0.4482,0.2779,0.7064,0.0784,4,0.0,0.2002,2.3186,0.38,0,0.0161,2,10.6666,0.4517
kitchen (245).jpeg,kitchen,wet_bar,0.4254,0.1881,0.6786,0.0936,16,0.0055,0.2031,2.3143,0.5578,1,0.0825,2,11.4942,0.4484
kitchen (245).jpg,kitchen,wet_bar,0.5713,0.2481,0.7883,0.1035,4,0.0,0.1978,2.3186,0.5658,2,0.0152,1,5.3333,0.4714
kitchen (246).jpeg,kitchen,wet_bar,0.4617,0.2102,1.0,0.1112,19,0.011,0.1972,2.3302,0.5447,1,0.0735,9,50.9912,0.3635
kitchen (246).jpg,kitchen,kitchen,0.6283,0.2066,0.515,0.0717,5,0.0,0.1812,2.3186,0.6711,0,0.0127,1,5.3333,0.5825
kitchen (247).jpg,kitchen,wet_bar,0.5339,0.2481,0.6958,0.0709,9,0.0,0.2178,2.3186,0.5353,1,0.0187,7,37.3331,0.4907
kitchen (248).jpg,kitchen,wet_bar,0.4341,0.17,0.4401,0.0544,2,0.0001,0.1851,2.3186,0.6084,0,0.0351,0,0.0,0.5307
kitchen (249).jpg,kitchen,wet_bar,0.5583,0.2186,0.5162,0.0789,0,0.0003,0.1922,2.3186,0.6085,0,0.018,0,0.0,0.5527
kitchen (25).jpeg,kitchen,wet_bar,0.3017,0.1953,1.0,0.1293,10,0.001,0.1882,2.33,0.3528,0,0.1351,6,36.0358,0.2949
kitchen (25).jpg,kitchen,wet_bar,0.4394,0.1609,0.5465,0.0551,4,0.0001,0.1706,2.33,0.6338,0,0.0164,0,0.0,0.5008
kitchen (250).jpg,kitchen,dining_room,0.3202,0.1748,0.615,0.0854,13,0.0008,0.1863,2.3186,0.4541,0,0.0717,7,37.3331,0.4266
kitchen (251).jpg,kitchen,kitchen,0.3773,0.1847,0.7469,0.1064,15,0.0019,0.2048,2.3186,0.5103,1,0.081,4,21.3332,0.4058
kitchen (252).jpg,kitchen,kitchen,0.5112,0.249,0.5737,0.0824,5,0.0,0.1774,2.3186,0.513,0,0.0191,1,5.3333,0.5159
kitchen (253).jpg,kitchen,kitchen,0.5977,0.1879,0.4109,0.0745,7,0.0,0.1826,2.3186,0.6856,0,0.004,1,5.3333,0.6009
kitchen (254).jpg,kitchen,kitchen,0.5233,0.2502,0.7818,0.1092,10,0.0009,0.2102,2.3186,0.5219,0,0.0319,3,15.9999,0.453
kitchen (255).jpg,kitchen,alcove,0.5492,0.2217,0.1762,0.0445,1,0.0069,0.1927,2.3186,0.5963,1,0.0238,0,0.0,0.6586
kitchen (256).jpg,kitchen,kitchen,0.544,0.2662,0.9982,0.0855,6,0.0,0.205,2.3186,0.5107,0,0.0355,2,10.6666,0.401
kitchen (257).jpg,kitchen,kitchen,0.5752,0.2452,0.8549,0.1061,7,0.0002,0.1945,2.3186,0.5737,1,0.0377,5,26.6665,0.4524
kitchen (258).jpg,kitchen,kitchen,0.482,0.2797,0.7656,0.0955,8,0.0004,0.1862,2.3186,0.4196,0,0.0243,1,5.3333,0.4441
